https://www.youtube.com/watch?v=olBwIm-SF1g,Noisecontrollers,The Source Code Of Creation
https://www.youtube.com/watch?v=T6hUsR4Fw2g,Noisecontrollers,People Of The Sun
https://www.youtube.com/watch?v=HTSTK0vpRP4,Noisecontrollers,Scared
https://www.youtube.com/watch?v=cBmjroENLJQ,Noisecontrollers,Gimme Apollo
https://www.youtube.com/watch?v=4Tq79IhZSMI,Noisecontrollers,Circles
https://www.youtube.com/watch?v=ZiY1kkYPODM,Noisecontrollers & Bass Modulators,Rocked Up
https://www.youtube.com/watch?v=YZZ3t86Ca6I,Pavelow,Caroussel
https://www.youtube.com/watch?v=NxwsS4ZqQT8,Noisecontrollers,So High
https://www.youtube.com/watch?v=UheCB7Bv3co,Bass Modulators,Radiance
https://www.youtube.com/watch?v=uNWWV4mbv3Q,Noisecontrollers,Attack Again
https://www.youtube.com/watch?v=bjdNQTdEf_Q,Noisecontrollers,All Night Long
https://www.youtube.com/watch?v=OeuiUH51Yq4,Noisecontrollers,Faster N' Further
https://www.youtube.com/watch?v=VwS-1IuimEw,Noisecontrollers,Down Down
https://www.youtube.com/watch?v=XsG_zDV83mo,Showtek & Noisecontrollers,Get Loose
https://www.youtube.com/watch?v=KYikIPSvvh8,Noisecontrollers,E Equals NC 2
https://www.youtube.com/watch?v=8ykGxjRX28w,Noisecontrollers,Samara
