https://www.youtube.com/watch?v=4Xqsw6bi6-Q,The Prophet,Follow The Leader
https://www.youtube.com/watch?v=NtpOwthjZOE,Deepack,The Prophecy
https://www.youtube.com/watch?v=xDdpvG9c_Nk,Zany,Science & Religion
https://www.youtube.com/watch?v=0kRNMY1MQuo,Alpha Twins,The Darkside
https://www.youtube.com/watch?v=rZk5Uz96hwg,Headhunterz,The Power Of The Mind
https://www.youtube.com/watch?v=qEGP0Weug3k,Technoboy,Next Dimensional World
https://www.youtube.com/watch?v=qEGP0Weug3k,D-Block & S-Te-Fan,The Nature Of Our Mind
https://www.youtube.com/watch?v=t2Pavrg02_E,Brennan Heart,Alternate Reality
https://www.youtube.com/watch?v=4i8CpyRKTF8,Zatox,No Way Back
https://www.youtube.com/watch?v=JdNV0kuneSc,Psyko Punkz,Fate Or Fortune
https://www.youtube.com/watch?v=olBwIm-SF1g,Noisecontrollers,The Source Code Of Creation
https://www.youtube.com/watch?v=XhsNrKkG1Xg,Atmozfears,Equilibrium
https://www.youtube.com/watch?v=K2YRJdycGzk,Coone,Rise Of The Celestials
https://www.youtube.com/watch?v=LfhiHn0u-tk,Wildstylez,Temple Of Light
https://www.youtube.com/watch?v=JzBUGARFC4k,Sub Zero Project,The Game Changer
https://www.youtube.com/watch?v=K5tSjwdy1QM,B-Front,Symphony Of Shadows
